Question_ID,Answer_Score,Author_Name,Author_ID,Author_Rep,Number_Of_Comments,Answer_Accepted
400542,0,Nuro007,295629,11,0,False
400539,No answers,No user name,None,No reputation score,0,False
400538,35,Matthew Read,6066,19.2k,2,True
400536,1,Neon1024,5357,25k,0,True
400535,No answers,No user name,None,No reputation score,0,False
400534,12,user3389,None,No reputation score,5,True
400530,1,pinckerman,87579,31.6k,0,False
400528,No answers,No user name,None,No reputation score,0,False
400525,2,BunnyMerz,237019,"1,669",0,True
400518,No answers,No user name,None,No reputation score,0,False
400517,No answers,No user name,None,No reputation score,0,False
400515,3,Gucchi,297696,49,0,True
400514,3,Thomas Ward,7835,143,0,True
400510,3,Ladineko,41744,601,1,True
400509,2,TechnoSam,76011,509,0,False
400505,4,Samstercraft,297576,84,4,False
400503,0,Stevoisiak,181240,29.8k,0,True
400502,No answers,No user name,None,No reputation score,0,False
400497,0,Quan,297660,41,0,False
400483,2,Mathias711,80141,23k,0,True
400482,0,Stevoisiak,181240,29.8k,0,True
400480,1,Stevoisiak,181240,29.8k,0,True
400477,17,Paul O.,127830,"2,808",4,True
400476,No answers,No user name,None,No reputation score,0,False
400475,No answers,No user name,None,No reputation score,0,False
400464,7,IceFreez3r,258282,578,4,True
400454,2,Skye-AT,282193,"2,852",2,True
400453,-1,Timmetje,63251,111,1,False
400452,2,Ꮢedacted,263019,"3,871",0,True
400450,15,Timmy Jim,163757,51k,1,True
400449,No answers,No user name,None,No reputation score,0,False
400446,2,Wondercricket,124566,46.8k,0,True
400445,6,Brade,253677,358,1,True
400444,No answers,No user name,None,No reputation score,0,False
400441,3,54D,79435,"4,827",0,False
400439,0,Stevoisiak,181240,29.8k,0,True
400438,No answers,No user name,None,No reputation score,0,False
400436,No answers,No user name,None,No reputation score,0,False
400435,No answers,No user name,None,No reputation score,0,False
400432,No answers,No user name,None,No reputation score,0,False
400430,1,Samstercraft,297576,84,0,True
400427,0,Neon1024,5357,25k,0,True
400426,3,Arle Camille,67243,"1,673",0,True
400425,No answers,No user name,None,No reputation score,0,False
400423,No answers,No user name,None,No reputation score,0,False
400421,0,Samstercraft,297576,84,0,False
400415,3,Ꮢedacted,263019,"3,871",0,True
400414,8,Mixxiphoid,108757,"3,254",2,True
400410,-2,Albert F D,279513,220,2,True
400409,1,Spencer Nold,215449,11,0,False
400408,No answers,No user name,None,No reputation score,0,False
400406,1,mhchem,297493,137,0,True
400403,No answers,No user name,None,No reputation score,0,False
400400,3,Comic Sans Seraphim,53291,43.3k,0,False
400398,0,Rapitor,47011,22.7k,0,True
400397,0,e2ne0,298503,1,2,False
400395,No answers,No user name,None,No reputation score,0,False
400393,No answers,No user name,None,No reputation score,0,False
400389,0,Stevoisiak,181240,29.8k,0,True
400387,2,aphid,148546,"8,115",7,True
400384,No answers,No user name,None,No reputation score,0,False
400381,1,Giacomo1968,50786,308,0,False
400379,0,Neon1024,5357,25k,0,True
400378,No answers,No user name,None,No reputation score,0,False
400377,8,Paul O.,127830,"2,808",0,True
400374,4,Wondercricket,124566,46.8k,0,False
400369,1,Leo S.,279380,800,0,True
400367,0,Stevoisiak,181240,29.8k,0,True
400366,2,qazmlpok,211554,"1,125",0,False
400365,No answers,No user name,None,No reputation score,0,False
400362,No answers,No user name,None,No reputation score,0,False
400360,-1,TechnoSam,76011,509,4,False
400358,No answers,No user name,None,No reputation score,0,False
400354,No answers,No user name,None,No reputation score,0,False
400348,1,vinzzz001,296788,243,2,False
400340,No answers,No user name,None,No reputation score,0,False
400339,No answers,No user name,None,No reputation score,0,False
400338,0,Stevoisiak,181240,29.8k,0,True
400337,53,Peter,10262,"3,554",3,False
400334,1,pinckerman,87579,31.6k,0,True
400333,1,galacticninja,4797,44.2k,0,False
400332,4,Skye-AT,282193,"2,852",7,True
400328,1,pinckerman,87579,31.6k,0,True
400325,2,Albert F D,279513,220,2,True
400323,1,Blorpal,298022,21,2,False
400321,No answers,No user name,None,No reputation score,0,False
400315,No answers,No user name,None,No reputation score,0,False
400314,7,jwezorek,297336,251,0,True
400313,0,Wipqozn,8350,45k,0,True
400310,72,community wiki,None,No reputation score,3,True
400309,5,Donniel Thomas,5702,395,0,True
400306,4,TechnoSam,76011,509,4,True
400305,No answers,No user name,None,No reputation score,0,False
400304,No answers,No user name,None,No reputation score,0,False
400303,0,Mike Caron,77380,357,0,False
400299,14,Neon1024,5357,25k,0,True
400298,No answers,No user name,None,No reputation score,0,False
400288,0,Leo Jebran,243172,109,0,True
400287,1,mmatthews,73786,"2,500",0,False
400283,1,Semlan Bakelsen,268353,"1,143",0,False
400282,9,pinckerman,87579,31.6k,3,True
400281,No answers,No user name,None,No reputation score,0,False
400278,No answers,No user name,None,No reputation score,0,False
400272,3,pinckerman,87579,31.6k,4,True
400270,No answers,No user name,None,No reputation score,0,False
400265,No answers,No user name,None,No reputation score,0,False
400262,1,Federico,100233,"1,970",0,False
400261,No answers,No user name,None,No reputation score,0,False
400260,1,Ꮢedacted,263019,"3,871",1,True
400258,2,Kcats,24472,"7,755",1,True
400257,1,Phoenix Dreaming,298862,57,1,False
400254,No answers,No user name,None,No reputation score,0,False
400253,2,KnowledgeIsPower,250180,12.2k,1,True
400252,3,Ben,73976,40.8k,1,True
400247,3,Lexibutt,243520,737,1,False
400244,5,pinckerman,87579,31.6k,7,True
400243,1,wutadam,295975,71,1,True
400242,0,Exal,194805,659,0,False
400240,No answers,No user name,None,No reputation score,0,False
400239,No answers,No user name,None,No reputation score,0,False
400238,No answers,No user name,None,No reputation score,0,False
400237,2,AngryCoder,297194,61,2,True
400234,No answers,No user name,None,No reputation score,0,False
400221,6,pinckerman,87579,31.6k,0,False
400219,3,Phoenix,242085,515,0,False
400215,6,scoso,287482,441,1,True
400214,No answers,No user name,None,No reputation score,0,False
400199,No answers,No user name,None,No reputation score,0,False
400197,1,community wiki,None,No reputation score,0,False
400196,1,Powerlord,87105,15.2k,0,False
400195,No answers,No user name,None,No reputation score,0,False
400194,No answers,No user name,None,No reputation score,0,False
400193,2,Lexibutt,243520,737,1,False
400189,No answers,No user name,None,No reputation score,0,False
400185,5,scoso,287482,441,0,True
400183,20,BlueRaja - Danny Pflughoeft,2578,46.2k,2,True
400171,1,DevAir1,226516,777,0,True
400167,1,Morazzer,297186,26,0,True
400161,2,scoso,287482,441,0,False
400142,8,DoubleFelix,297026,96,2,True
400140,4,Ulfdróttin,296965,581,0,True
400139,4,Ben,73976,40.8k,1,True
400134,29,Ulfdróttin,296965,581,4,True
400129,No answers,No user name,None,No reputation score,0,False
400127,No answers,No user name,None,No reputation score,0,False
400123,No answers,No user name,None,No reputation score,0,False
400122,No answers,No user name,None,No reputation score,0,False
400120,0,Fredy31,15236,39.2k,0,False
400113,No answers,No user name,None,No reputation score,0,False
400110,No answers,No user name,None,No reputation score,0,False
400108,1,Jacob A.,296339,101,1,True
400106,No answers,No user name,None,No reputation score,0,False
400105,11,Wrigglenite,143571,45.5k,4,True
400104,54,Kredns,255,"1,808",0,False
400101,1,Aceplante,249240,"1,411",0,False
400100,2,Sorean,7639,22.3k,0,False
400096,0,Andreas,286374,51,0,False
400095,0,MABFGaming,293469,16,0,True
400091,No answers,No user name,None,No reputation score,0,False
400089,0,RedSkull,297584,16,1,True
400083,No answers,No user name,None,No reputation score,0,False
400079,2,arghtype,144891,13.6k,0,False
400076,-1,AdamRaichu,281304,873,2,False
400075,0,dly,117067,15.2k,0,False
400073,0,Flux,228148,"2,292",0,False
400071,3,SaintWacko,15092,28.2k,0,False
400069,5,scoso,287482,441,1,True
400065,1,SF.,9440,17.6k,5,False
400061,2,Timmy Jim,163757,51k,1,True
400053,3,Jacob A.,296339,101,0,True
400052,3,Steve V,296332,198,0,True
400049,-1,MonkeyZeus,97087,"1,532",2,True
400040,0,Flux,228148,"2,292",0,False
400037,5,Unown K,276557,"1,046",0,True
400036,3,user1558321,296821,76,4,True
400034,No answers,No user name,None,No reputation score,0,False
400033,1,MattixA1,296330,136,0,False
400030,No answers,No user name,None,No reputation score,0,False
400025,No answers,No user name,None,No reputation score,0,False
400020,-2,knights gaming,265939,35,2,False
400014,2,Niekvb,296783,73,5,True
400012,5,KnowledgeIsPower,250180,12.2k,1,True
400008,1,Banana97286,264537,"1,717",1,False
400007,2,Semlan Bakelsen,268353,"1,143",0,False
400005,3,Rapitor,47011,22.7k,3,True
400003,24,user9983,None,No reputation score,3,True
399996,17,pinckerman,87579,31.6k,2,False
399994,1,Alan B,2198,"3,256",0,True
399992,4,pinckerman,87579,31.6k,1,False
399991,3,sam watson,297399,46,0,True
399989,No answers,No user name,None,No reputation score,0,False
399982,4,pimanrules,296496,181,1,True
399981,No answers,No user name,None,No reputation score,0,False
399977,No answers,No user name,None,No reputation score,0,False
399976,3,Ulfdróttin,296965,581,0,True
399970,6,Timmy Jim,163757,51k,0,False
399967,2,pinckerman,87579,31.6k,2,True
399966,2,KnowledgeIsPower,250180,12.2k,1,False
399962,0,Shadow Wizard Chasing Stars,7652,"4,349",1,False
399961,0,Marcos Zolnowski,56534,316,0,False
399959,39,Guy,54902,"3,417",9,True
399956,2,Banana97286,264537,"1,717",1,False
399954,No answers,No user name,None,No reputation score,0,False
399950,1,Rapitor,47011,22.7k,2,True
399947,No answers,No user name,None,No reputation score,0,False
399943,1,DenisS,188593,133,0,False
399942,4,Sulphate,142533,422,5,False
399939,No answers,No user name,None,No reputation score,0,False
399938,2,lizardpeter,268023,46,0,True
399932,4,ahsteele,559,"6,326",0,True
399931,4,galacticninja,4797,44.2k,0,False
399929,5,Chase Sandmann,96435,"4,169",2,False
399926,12,Tunderwood,15653,295,3,True
399921,2,Timmy Jim,163757,51k,0,False
399920,No answers,No user name,None,No reputation score,0,False
399918,17,Powerlord,87105,15.2k,0,True
399917,No answers,No user name,None,No reputation score,0,False
399912,No answers,No user name,None,No reputation score,0,False
399911,3,PausePause,228910,13.8k,0,False
399910,4,MattixA1,296330,136,0,False
399908,No answers,No user name,None,No reputation score,0,False
399906,1,Ꮢedacted,263019,"3,871",0,False
399905,No answers,No user name,None,No reputation score,0,False
399904,No answers,No user name,None,No reputation score,0,False
399901,2,Mark,79745,"2,664",0,True
399898,0,Skye-AT,282193,"2,852",1,False
399895,1,MattixA1,296330,136,2,True
399893,1,Ꮢedacted,263019,"3,871",0,False
399892,No answers,No user name,None,No reputation score,0,False
399888,25,MonkeyZeus,97087,"1,532",0,True
399882,1,Wondercricket,124566,46.8k,2,True
399881,2,Melchior,290017,44,0,False
399877,4,Stevoisiak,181240,29.8k,0,True
399875,2,Semlan Bakelsen,268353,"1,143",1,True
399871,No answers,No user name,None,No reputation score,0,False
399869,0,Pierre,215512,620,0,False
399867,0,pinckerman,87579,31.6k,1,False
399865,13,Skye-AT,282193,"2,852",0,True
399864,1,Semlan Bakelsen,268353,"1,143",0,False
399863,No answers,No user name,None,No reputation score,0,False
399859,No answers,No user name,None,No reputation score,0,False
399857,1,Lemon,199843,"9,582",0,True
399855,2,hrthstnd,289404,61,0,False
399852,8,Piper,185182,216,2,True
399851,No answers,No user name,None,No reputation score,0,False
399849,No answers,No user name,None,No reputation score,0,False
399845,7,TheGamer007,219313,463,1,False
399844,No answers,No user name,None,No reputation score,0,False
399842,No answers,No user name,None,No reputation score,0,False
399840,0,aytimothy,75275,16.3k,1,False
399839,No answers,No user name,None,No reputation score,0,False
399838,No answers,No user name,None,No reputation score,0,False
399835,1,Unown K,276557,"1,046",1,True
399832,No answers,No user name,None,No reputation score,0,False
399829,1,pinckerman,87579,31.6k,0,True
399828,1,Unown K,276557,"1,046",0,False
399825,0,Neon1024,5357,25k,2,True
399821,2,Steve V,296332,198,0,True
399818,2,Wondercricket,124566,46.8k,4,True
399815,1,Skye-AT,282193,"2,852",4,True
399813,1,Ulfdróttin,296965,581,0,False
399810,3,FinAndTonic,278795,306,3,True
399809,No answers,No user name,None,No reputation score,0,False
399806,1,Mixxiphoid,108757,"3,254",2,False
399804,1,Fredy31,15236,39.2k,5,False
399801,0,aphid,148546,"8,115",0,False
399800,0,Marios,286733,326,4,False
399796,No answers,No user name,None,No reputation score,0,False
399793,2,aytimothy,75275,16.3k,2,False
399791,2,Chase Sandmann,96435,"4,169",0,True
399785,1,Ꮢedacted,263019,"3,871",2,False
399782,9,KnowledgeIsPower,250180,12.2k,0,True
399780,No answers,No user name,None,No reputation score,0,False
399779,1,Chronocidal,205229,600,0,False
399769,1,Aceplante,249240,"1,411",0,False
399767,No answers,No user name,None,No reputation score,0,False
399764,4,Philipp,35432,29.4k,0,False
399761,No answers,No user name,None,No reputation score,0,False
399760,3,Nolonar,46740,43.5k,3,True
399758,1,Roddy of the Frozen Peas,44445,"3,664",0,True
399756,1,KnowledgeIsPower,250180,12.2k,1,False
399751,No answers,No user name,None,No reputation score,0,False
399748,No answers,No user name,None,No reputation score,0,False
399747,2,Jmooroof,262686,310,1,True
399746,No answers,No user name,None,No reputation score,0,False
399744,No answers,No user name,None,No reputation score,0,False
399743,1,hrthstnd,289404,61,1,False
399740,No answers,No user name,None,No reputation score,0,False
399738,1,Brian Miranda,225357,101,0,False
399737,2,bco2135,296120,91,0,False
399736,2,dna,196757,516,0,False
399733,6,Ꮢedacted,263019,"3,871",1,True
399731,5,Sellyme,46054,923,1,False
399730,No answers,No user name,None,No reputation score,0,False
399726,0,Stevoisiak,181240,29.8k,0,True
399725,2,bco2135,296120,91,0,True
399724,No answers,No user name,None,No reputation score,0,False
399722,1,community wiki,None,No reputation score,0,False
399721,No answers,No user name,None,No reputation score,0,False
399720,No answers,No user name,None,No reputation score,0,False
399718,56,Joachim,222022,16.9k,2,False
399715,2,Ben,124019,170,0,False
399711,1,BunnyMerz,237019,"1,669",0,False
399708,1,Unown K,276557,"1,046",0,False
399704,No answers,No user name,None,No reputation score,0,False
399702,No answers,No user name,None,No reputation score,0,False
399700,2,Sorean,7639,22.3k,2,True
399697,20,xyldke,291025,381,7,True
399696,2,Peter Green,127282,967,0,True
399695,No answers,No user name,None,No reputation score,0,False
399693,No answers,No user name,None,No reputation score,0,False
399692,No answers,No user name,None,No reputation score,0,False
399690,No answers,No user name,None,No reputation score,0,False
399689,No answers,No user name,None,No reputation score,0,False
399684,4,Fabian Röling,171580,20k,1,True
399680,3,Mario,5486,"9,367",2,False
399679,No answers,No user name,None,No reputation score,0,False
399675,2,Toni H,296004,21,0,False
399673,6,Sellyme,46054,923,0,False
399671,2,Ben,73976,40.8k,0,False
399670,No answers,No user name,None,No reputation score,0,False
399666,0,Stevoisiak,181240,29.8k,0,True
399662,1,wutadam,295975,71,0,True
399659,2,vianna77,116230,"3,597",0,True
399657,No answers,No user name,None,No reputation score,0,False
399654,No answers,No user name,None,No reputation score,0,False
399652,4,tjd,91501,"4,942",6,True
399649,1,Eduardo Lucio,265799,199,0,True
399645,7,Spevacus,242480,"2,147",3,True
399643,No answers,No user name,None,No reputation score,0,False
399639,No answers,No user name,None,No reputation score,0,False
399633,No answers,No user name,None,No reputation score,0,False
399629,11,ATCOlogy,295930,226,5,True
399625,3,Old Gamer,57616,688,2,True
399621,No answers,No user name,None,No reputation score,0,False
399616,No answers,No user name,None,No reputation score,0,False
399614,1,Exal,194805,659,1,False
399612,11,Stevoisiak,181240,29.8k,1,True
399610,1,pinckerman,87579,31.6k,0,False
399607,No answers,No user name,None,No reputation score,0,False
399606,3,Ꮢedacted,263019,"3,871",2,False
399604,No answers,No user name,None,No reputation score,0,False
399601,2,Schism,31508,12.4k,1,True
399599,0,Stevoisiak,181240,29.8k,0,True
399597,25,BlueRaja - Danny Pflughoeft,2578,46.2k,0,True
399594,5,Liam Devanney,295916,59,1,False
399592,0,Leo S.,279380,800,0,False
399588,No answers,No user name,None,No reputation score,0,False
399584,No answers,No user name,None,No reputation score,0,False
399582,2,jzm,295867,36,0,True
399580,1,Stevoisiak,181240,29.8k,0,True
399579,No answers,No user name,None,No reputation score,0,False
399577,2,equin0x80,219270,247,1,True
399573,No answers,No user name,None,No reputation score,0,False
399572,0,Stevoisiak,181240,29.8k,0,True
399569,6,Timmy Jim,163757,51k,2,True
399568,No answers,No user name,None,No reputation score,0,False
399566,11,pinckerman,87579,31.6k,0,False
399564,No answers,No user name,None,No reputation score,0,False
399575,8,Christopher,295851,96,4,True
399563,0,l3l_aze,203077,"1,917",0,False
399561,No answers,No user name,None,No reputation score,0,False
399557,0,Stevoisiak,181240,29.8k,0,True
399556,2,Skye-AT,282193,"2,852",0,False
399554,3,Oak10,295938,63,0,False
399549,2,KnowledgeIsPower,250180,12.2k,0,True
399548,1,AdamRaichu,281304,873,0,True
399545,0,Mentalist,162791,"1,329",0,False
399543,2,Leo,28946,263,0,True
399540,No answers,No user name,None,No reputation score,0,False
399538,1,pinckerman,87579,31.6k,1,False
399537,0,Plagiatus,172377,"1,283",0,False
399531,4,Fredy31,15236,39.2k,0,False
399527,2,elbarna,122055,331,0,True
399525,2,Timmy Jim,163757,51k,1,True
399521,1,FrontEnd,104997,261,0,False
399520,No answers,No user name,None,No reputation score,0,False
399518,5,Comic Sans Seraphim,53291,43.3k,2,False
399512,1,mindoverflow,266729,256,1,False
399511,No answers,No user name,None,No reputation score,0,False
399507,1,Malady,108916,"4,283",0,True
399505,No answers,No user name,None,No reputation score,0,False
399502,3,aphid,148546,"8,115",2,True
399498,1,aphid,148546,"8,115",2,False
399497,No answers,No user name,None,No reputation score,0,False
399494,2,Ꮢedacted,263019,"3,871",1,False
399491,1,Stevoisiak,181240,29.8k,0,True
399490,5,George Willcox,138319,"1,953",0,True
399489,2,Skye-AT,282193,"2,852",0,False
399487,0,Fredy31,15236,39.2k,1,True
399486,1,Matt Demers,280219,45,0,False
399477,6,Lars Kristensen,292951,271,0,False
399473,1,Stevoisiak,181240,29.8k,0,True
399471,3,Wondercricket,124566,46.8k,0,True
399466,47,BlueRaja - Danny Pflughoeft,2578,46.2k,19,False
399464,0,Stevoisiak,181240,29.8k,0,True
399459,No answers,No user name,None,No reputation score,0,False
399458,1,pinckerman,87579,31.6k,2,False
399457,2,Wondercricket,124566,46.8k,0,True
399455,3,Matt Demers,280219,45,0,False
399447,2,Fredy31,15236,39.2k,0,True
399446,0,user1337,37332,"3,778",1,True
399444,8,Timmy Jim,163757,51k,5,True
399443,0,Malady,108916,"4,283",0,True
399442,No answers,No user name,None,No reputation score,0,False
399441,0,MaxAuMax,295645,1,2,False
399436,No answers,No user name,None,No reputation score,0,False
399433,43,pinckerman,87579,31.6k,10,True
399432,0,Matt Demers,280219,45,0,False
399431,3,Joachim,222022,16.9k,1,False
399430,1,Comic Sans Seraphim,53291,43.3k,3,True
399429,No answers,No user name,None,No reputation score,0,False
399427,No answers,No user name,None,No reputation score,0,False
399426,No answers,No user name,None,No reputation score,0,False
399425,17,user3389,None,No reputation score,7,True
399422,No answers,No user name,None,No reputation score,0,False
399418,2,pinckerman,87579,31.6k,3,True
399416,No answers,No user name,None,No reputation score,0,False
399413,4,Mario,5486,"9,367",2,False
399412,1,pinckerman,87579,31.6k,0,True
399411,No answers,No user name,None,No reputation score,0,False
399408,1,Stevoisiak,181240,29.8k,0,True
399403,10,Timmy Jim,163757,51k,0,True
399401,No answers,No user name,None,No reputation score,0,False
399398,2,rand337,159010,724,1,True
399397,No answers,No user name,None,No reputation score,0,False
399395,0,pencil sharpener,298781,37,0,False
399392,1,pencil sharpener,298781,37,1,False
399390,17,Timmy Jim,163757,51k,2,True
399385,No answers,No user name,None,No reputation score,0,False
399384,No answers,No user name,None,No reputation score,0,False
399383,2,pinckerman,87579,31.6k,0,True
399382,No answers,No user name,None,No reputation score,0,False
399379,1,Stevoisiak,181240,29.8k,2,True
399377,1,AdamRaichu,281304,873,0,False
399373,No answers,No user name,None,No reputation score,0,False
399370,No answers,No user name,None,No reputation score,0,False
399369,4,BunnyMerz,237019,"1,669",4,False
399368,1,Mentalist,162791,"1,329",0,False
399367,No answers,No user name,None,No reputation score,0,False
399363,2,lwbt,50186,449,0,False
399360,1,dly,117067,15.2k,0,False
399359,0,BunnyMerz,237019,"1,669",3,True
399356,No answers,No user name,None,No reputation score,0,False
399355,10,Nolonar,46740,43.5k,8,True
399354,2,Ondrashek06,273044,395,0,True
399352,No answers,No user name,None,No reputation score,0,False
399351,1,Federico,100233,"1,970",0,False
399349,35,Marco Geertsma,44442,"6,386",8,True
399348,1,bco2135,296120,91,0,False
399344,3,aytimothy,75275,16.3k,0,False
399341,3,Stevoisiak,181240,29.8k,2,True
399340,1,Stevoisiak,181240,29.8k,0,True
399339,1,pinckerman,87579,31.6k,4,False
399338,1,pimanrules,296496,181,0,True
399336,No answers,No user name,None,No reputation score,0,False
399334,4,pinckerman,87579,31.6k,2,True
399332,1,Stevoisiak,181240,29.8k,0,True
399331,No answers,No user name,None,No reputation score,0,False
399329,No answers,No user name,None,No reputation score,0,False
399326,9,KnowledgeIsPower,250180,12.2k,0,True
399323,1,Ondrashek06,273044,395,1,True
399322,3,Sir Teatei Moonlight,293964,106,1,True
399321,No answers,No user name,None,No reputation score,0,False
399318,7,Wondercricket,124566,46.8k,0,True
399316,3,Leo S.,279380,800,2,True
399314,5,Fredy31,15236,39.2k,0,False
399309,No answers,No user name,None,No reputation score,0,False
399307,2,Fredy31,15236,39.2k,0,True
399305,1,Stevoisiak,181240,29.8k,0,True
399304,No answers,No user name,None,No reputation score,0,False
399300,4,KingJ,43594,"1,020",2,True
399299,No answers,No user name,None,No reputation score,0,False
399298,0,pinckerman,87579,31.6k,0,True
399296,2,Chase Sandmann,96435,"4,169",0,True
399295,2,Fabian Röling,171580,20k,2,False
399291,18,Chrᴉz remembers Monica,268054,"1,219",5,True
399288,2,Timmy Jim,163757,51k,0,False
399287,No answers,No user name,None,No reputation score,0,False
399283,2,BsAxUbx5KoQDEpCAqSffwGy554PSah,291368,788,0,False
399282,No answers,No user name,None,No reputation score,0,False
399281,7,user43291,None,No reputation score,1,True
399277,No answers,No user name,None,No reputation score,0,False
399275,1,Fredy31,15236,39.2k,0,True
399272,1,Stevoisiak,181240,29.8k,0,True
399269,No answers,No user name,None,No reputation score,0,False
399265,3,Turamarth,294376,231,1,True
399264,No answers,No user name,None,No reputation score,0,False
399263,2,pinckerman,87579,31.6k,0,True
399258,1,Skye-AT,282193,"2,852",0,True
399256,No answers,No user name,None,No reputation score,0,False
399254,2,tjd,91501,"4,942",0,True
399253,1,Fredy31,15236,39.2k,0,True
399252,4,Chronocidal,205229,600,0,True
399249,4,pinckerman,87579,31.6k,3,True
399242,4,Fredy31,15236,39.2k,2,True
399240,1,l3l_aze,203077,"1,917",2,True
399235,43,pinckerman,87579,31.6k,5,True
399234,3,PausePause,228910,13.8k,6,True
399233,8,Showsni,235115,"1,334",1,True
399232,No answers,No user name,None,No reputation score,0,False
399230,2,syn1kk,13104,"1,005",0,False
399229,2,JesseTG,141697,275,2,True
399228,3,Wondercricket,124566,46.8k,1,True
399224,11,Nolonar,46740,43.5k,4,True
399221,5,PausePause,228910,13.8k,0,False
399220,No answers,No user name,None,No reputation score,0,False
399218,No answers,No user name,None,No reputation score,0,False
399216,2,Timmy Jim,163757,51k,0,True
399215,No answers,No user name,None,No reputation score,0,False
399213,2,qazmlpok,211554,"1,125",0,True
399212,No answers,No user name,None,No reputation score,0,False
399208,0,Stevoisiak,181240,29.8k,0,True
399207,0,BunnyMerz,237019,"1,669",0,True
399204,No answers,No user name,None,No reputation score,0,False
